epoch,val_loss,val_accuracy,loss,accuracy,lr
0,0.5579380020018547,0.767096757888794,0.7339739920868763,0.5759274959564209,9.999999747378752e-05
1,0.5414255995904246,0.7812903523445129,0.6405247888552721,0.6566005349159241,9.999999747378752e-05
2,0.532965866211922,0.7935484051704407,0.6047382443191884,0.7053494453430176,9.999999747378752e-05
3,0.5266196373970278,0.7967742085456848,0.591445941802651,0.7062122225761414,9.999999747378752e-05
4,0.5177028894424438,0.7987096905708313,0.5838437436262629,0.7282139658927917,9.999999747378752e-05
5,0.517193547371895,0.7909677624702454,0.5721455634771697,0.7316652536392212,9.999999747378752e-05
6,0.5155187291483725,0.7967742085456848,0.5619829717229624,0.7355479001998901,9.999999747378752e-05
7,0.5167851863368865,0.800000011920929,0.5588795486660842,0.7446074485778809,9.999999747378752e-05
8,0.5088597074631722,0.8058064579963684,0.5584457385015447,0.7489215135574341,9.999999747378752e-05
9,0.5094210863113403,0.810967743396759,0.5481293453956289,0.7515099048614502,9.999999747378752e-05
10,0.5081780141399753,0.7916129231452942,0.5386021607800534,0.7709231972694397,9.999999747378752e-05
11,0.49919875591031965,0.810967743396759,0.5299636705668452,0.7627264857292175,9.999999747378752e-05
12,0.5011461050279679,0.810967743396759,0.5402230619612801,0.7644520998001099,9.999999747378752e-05
13,0.4940645787023729,0.8032258152961731,0.5290525949546445,0.782139778137207,9.999999747378752e-05
14,0.4950754396377071,0.8058064579963684,0.5180471181046664,0.7748058438301086,9.999999747378752e-05
15,0.48767381637327134,0.8135483860969543,0.5111427279872253,0.782139778137207,9.999999747378752e-05
16,0.4860026374939949,0.8070967793464661,0.5174489964998622,0.7782571315765381,9.999999747378752e-05
17,0.48554258654194493,0.8161290287971497,0.5176641431936835,0.7838653922080994,9.999999747378752e-05
18,0.4835579179948376,0.8096774220466614,0.5202857001368808,0.7791199088096619,9.999999747378752e-05
19,0.48265828086483864,0.8090322613716125,0.5053955542310956,0.7877480387687683,9.999999747378752e-05
20,0.4861863059382285,0.8141935467720032,0.5071302832355779,0.7873166799545288,9.999999747378752e-05
21,0.47833183811556906,0.8103225827217102,0.511105135456049,0.7825711965560913,9.999999747378752e-05
22,0.47605356862468107,0.8161290287971497,0.49544224919585755,0.786022424697876,9.999999747378752e-05
23,0.47292067927698933,0.8161290287971497,0.4986146141271122,0.7924935221672058,9.999999747378752e-05
24,0.47453590362302717,0.8154838681221008,0.5018913064206644,0.7855910062789917,9.999999747378752e-05
25,0.47486728775885795,0.8174193501472473,0.4985052266956096,0.786022424697876,9.999999747378752e-05
26,0.4753574025246405,0.8116129040718079,0.4877634768448995,0.7942191362380981,9.999999747378752e-05
27,0.47392391773962206,0.8103225827217102,0.5104241377583241,0.7890422940254211,9.999999747378752e-05
28,0.47767465114593505,0.8129032254219055,0.5078129438720355,0.7920621037483215,9.999999747378752e-05
29,0.47714761841681697,0.8083871006965637,0.498411538685263,0.7894737124443054,9.999999747378752e-05
30,0.4752954136940741,0.8103225827217102,0.485549295843419,0.7959447503089905,9.999999747378752e-05
31,0.4785040759271191,0.8025806546211243,0.5004235173835129,0.7942191362380981,9.999999747378752e-05
32,0.47849118786473427,0.8070967793464661,0.4912711937330837,0.7924935221672058,9.999999747378752e-05
33,0.47642700749058875,0.8090322613716125,0.5030529768277696,0.7873166799545288,2.499999936844688e-05
34,0.4754082533621019,0.8096774220466614,0.4867201584541561,0.7959447503089905,2.499999936844688e-05
35,0.47409283576473116,0.8090322613716125,0.48972309296556954,0.7924935221672058,2.499999936844688e-05
36,0.4738348037965836,0.8103225827217102,0.4814738727932454,0.8019844889640808,2.499999936844688e-05
37,0.47332922027957053,0.8103225827217102,0.47734475266943727,0.8024158477783203,2.499999936844688e-05
38,0.4724452503265873,0.8103225827217102,0.47745034481761167,0.7989646196365356,2.499999936844688e-05
39,0.4737493284286991,0.8077419400215149,0.4868860533002947,0.795513391494751,2.499999936844688e-05
40,0.4730279330284365,0.8116129040718079,0.4719959621906692,0.8032786846160889,2.499999936844688e-05
41,0.47265043873940743,0.8090322613716125,0.4713738328223603,0.8028472661972046,2.499999936844688e-05
42,0.47259712373056717,0.8096774220466614,0.47177859798806615,0.7989646196365356,2.499999936844688e-05
43,0.4721972742388325,0.8103225827217102,0.48084698639315093,0.8002588152885437,6.24999984211172e-06
44,0.47216311193281607,0.8090322613716125,0.47385339406772975,0.8045728802680969,6.24999984211172e-06
45,0.472369465520305,0.8103225827217102,0.4739346471554869,0.795513391494751,6.24999984211172e-06
46,0.4719909752568891,0.8103225827217102,0.47437095739802376,0.8041415214538574,6.24999984211172e-06
47,0.4717498533187374,0.8096774220466614,0.46341912326265555,0.8032786846160889,6.24999984211172e-06
